text,label,
widow of murdered kiru boys' principal pleads for bond terms review  via @stanflex ,0,
[video] manhunt on for 'nasa supporter who tried to shoot at police car'  via @vidijapatrick ,0,
"kajwang released on sh 50,000 cash bail  via @vidijapatrick ",
"counties and state wrangles threaten food security, says devolution boss  via @vidijapatrick ",
kalonzo weeps as raila says home attack scared sick wife  via @nancyagutu and @achiaawich ,0,
"i wasn't mad to swear by bible, delayed oath a strategy - raila  via @nancyagutu and… ",
fbi expresses 'grave concerns' over republican memo's accuracy  ,0,
"leave raila alone, ngumu tupu activists tell kaya elders  via @charisuche1 ",
"kibisu kabatesi: uhuru slips up, ruto builds up fort  ",
hong kong bans ivory trade in 'historic' vote  ,0,
"solvit watchmen deny killing stanbic banker, seek release  via @malemba_mkongo ",
"rt @thestarbreaking: linus kaikai, larry madowo and ken mijungu move to court in a bid to stop their arrest,
shots fired as crowd protests killing of two watchmen on garissa road  via @astarikostephen ,0,
"class four pupil,15,
doctor lecturers to strike on february 15 over unpaid allowances  via @rambsnabiswa ,0,
"matiang'i orders 'firm, ruthless' police action against criminals  via @vidijapatrick ",
high court suspends tv stations shutdown  via @wambulwaannette ,0,
state withdraws joho's security after raila swearing-in  via @oduorernest ,0,
rt @thestarbreaking: high court directs communications authority to restore live transmission for tv stations shut down on january 30. ,0,
jubilee only affair as mps vet uhuru's cabinet  via  @olivermathenge ,0,
rt @thestarbreaking: mombasa governor hassan joho's bodyguards withdrawn after attending nasa's swearing-in ceremony at uhuru park. ,0,
collins ajuok: raila oath means nobody will ever steal an election again  ,0,
"simple lifestyle changes cut mother, child deaths in kuria  via @manuelodeny ",
"rt @thestarbreaking: miguna miguna directs all nasa supporters to remove president kenyatta's portrait from their homes, businesses and eve…",
"activist ken wafula's body viewed in eldoret, burial on friday  ",
star editorial: kalonzo must discover courage of conviction  ,0,
nrm crackdown? state revokes simba arati's gun licence  via @nancyagutu ,0,
"miguna asks nasa supporters to remove uhuru portraits, dares matiang'i  via @nancyagutu ",
"rt @thestarbreaking: government revokes dagoretti north mp simba arati's firearm licence, orders him to surrender his pistol and shotgun by…",
we have no trade problems with tanzania - chris kiptoo  ,0,
sex doll ‘samantha’ tops kenya's list of google search trends  ,0,
"lecturers postpone strike notice, give room for talks  via @rambsnabiswa ",
joho thrust into 2022 politics after kalonzo 'lets down' raila  via @oduorernest ,0,
"restore tvs shut down over raila 'oath', journalists tell government  via @vidijapatrick… ",
"talk to uhuru about nasa security withdrawal, junet asks muturi  via @nancyagutu ",
kenya to reap sh8.1 billion in new open skies agreement  via @itsamadala ,0,
"ntv's @linuskaikai, @larrymadowo camp in newsroom for fear of arrest  #mediashutdownke ",
heroic nurse quit well-paying job to serve his baringo people  ,0,
"#corridorsofpower: two top jubilee politicians, critical of nasa leader raila odinga,
african leaders refrain from trump criticism after 'respectful letter'  ,0,
"odm hijacked raila and kalonzo swearing-in plans, wiper says  via @nancyagutu… ",
"omtatah sues matiang'i, mucheru over tv shutdown  via @wambulwaannette #mediashutdownke ",
tough times ahead for nasa  ,0,
rt @thestarbreaking: ugandan musician mozey radio from the singing duo radio and weazel is dead. #ripmozeyradio ,0,
"rt @thestarbreaking: activist okiya omtatah moves to court challenging government's move to shut down three major tv stations, sues communi…",
"77 nasa mps, 15 county chiefs snubbed raila 'oath'  ",
"congo's electoral agency registers 46 million voters, polls in december  ",
"malindi, watamu tourism stakeholders demand end to water crisis  ",
.@babu_owino blames jubilee for seeking to influence petition outcome  ,0,
cops tear gas nasa mps demanding tj kajwang's release  ,0,
"i can protect myself, @babu_owino says after withdrawal of bodyguards  ",
"kaikai, tj in trouble as police pounce on raila oath allies  ",
kenyan arrested in interpol gold smugglers swoop  ,0,
igathe leaves as attempts to solve differences with sonko hit dead end  via @juliusotieno04 ,0,
"uhuru targets media, nasa to crush dissent  #mediashutdownke ",
man shaves dreadlocks following raila's swearing-in  ,0,
"youths protest ruaraka mp tj kajwang's arrest, light bonfires at kondele  ",
"in today's star: uhuru targets media, nasa to crush dissent  #mediashutdownke ",
high cost of coffee production to blame for more than 50% drop  ,0,
environment agency to crack down on cartels importing banned plastic bags  via… ,0,
okech kendo: cabinet: gaps and questions  ,0,
john burugu: public officers lack integrity  ,0,
uhuru dumped nyamira after using it to get votes - mps  via @agichana and @ratemoalvin ,0,
glut in prime housing is open door to lower rent  via @ladykanyali ,0,
300 ntsa police recalled as tough steps taken to curb road carnage  via @onchirimbaka ,0,
cops to be part of activist wafula’s death enquiry  via @ndanyi_mathews ,0,
"resume sh3.6bn water tower funding, eu urged  via @jomunji ",
mauritius bank launches africa bid with kenyan entry: sbm bank  via @muhatiaa ,0,
"police don’t use excessive force in crowd control, kavuludi says  via @yobramos4 ",
yvonne’s burial sets stage for more mulembe power struggles  via @jonaliash ,0,
japanese woman sues government over forced sterilisation  ,0,
seven days in jail broke my heart — vanessa mdee  via @tracykoki ,0,
20 people arrested in nyali shisha crackdown  via @kalvohonsa ,0,
"give us cdf cash or we will cripple parliament, mps say  via @kisikasam ",
confession of diamond's alleged one-night stand  via @kalondu_musyimi ,0,
sick embu residents opting for prayers and herbalists  ,0,
moi referral seeks court consent to bury nine unclaimed bodies in mass grave  ,0,
border wall: will it stop terror or can shabaab blast through?  via @astarikostephen ,0,
media council wants state to switch on signals of three tv stations  via @odhiamborhoda… ,0,
.@dkmaraga pledges to weed out corrupt judges and magistrates  via @malemba_mkongo and… ,0,
ruth kamende to take stand in february after stabbing boyfriend 22 times  ,0,
"after year of bitter feuds, trump urges bipartisan cooperation  ",
cops tear gas nasa mps demanding tj kajwang's release  via @achiaawich #nasaoathday… ,0,
state withdraws nasa leaders bodyguards  via @theokinda #nasaoathday #nasaswearingin ,0,
rt @thestarbreaking: nasa mps teargassed by police after they marched to nairobi pcio following ruaraka mp tj kajwang's arrest. ,0,
school fights for reopening amid ownership row  ,0,
catalonia postpones vote for new president in stand-off with madrid  ,0,
"nasa planned 'massacre' at uhuru park, media involved - matiang'i  via @nancyagutu… ",
editorial cartoon: #mediashutdownke #democracyandrightsfestival going back in time... waaaay back in time via… ,0,
"from solar irons to shavers, off-grid power push aims to light up incomes  ",
"#kalonzo and mudavadi are 'irredeemable cowards', atwoli says on raila oath  via… ",
mombasa high court to get kenya's first case track system  via @oduorernest ,0,
tj kajwang arrested hours after raila swearing-in  #nasaoathday #nasaswearingin ,0,
"rt @thestarbreaking: ruaraka mp tj kajwang arrested outside milimani law courts, asked to head to dci headquarters. ",
"excited by raila swearing-in, siaya man shaves 10-year dreadlocks  via @oloo079 #nasaoathday… ",
jazz artistes still locked up  via @tracykoki ,0,
"tv stations will remain shut until investigations end, says matiang'i  ",
300 ntsa police recalled as tough steps taken to curb road carnage  via @onchirimbaka ,0,
rt @thestarbreaking: cs fred matiang'i says all tv stations closed yesterday to remain off-air until investigations are done. ,0,
"climate doom: rising seas, submerged hotels,
arsenal signs dortmund striker aubameyang for record sh8 billion  ,0,
"maralal woman arrested for allegedly aborting, dumping baby  via @martinrwamba ",
"don't compromise principles, @igathepolycarp tells nairobians as he leaves office  via… ",
parliament to vet cabinet nominees from thursday next week  via @williammwangijr ,0,
high court refuses to enhance jimmy wanjigi's bail terms  ,0,
ntsa to inspect psvs at bus stations before trips - matiang'i   via @williammwangijr ,0,
ruling in nelson havi's lsk elections case set for monday  ,0,
cops ‘stunned’ by order to exit from uhuru park  via @kamoremaina ,0,
mombasa locals tell raila to form cabinet  ,0,
is #kalonzo home raid a crutch for absence at raila swearing-in?  via @nancyagutu ,0,
rt @thestarbreaking: high court refers ag githu muigai's case challenging formation of people's assemblies in 14 counties to chief justice…,0,
#kalonzo home attackers used a stun grenade - charles owino  via @nancyagutu ,0,
#kalonzo refuses to comment on 'fabricated' home attack  ,0,
"rt @thestarbreaking: a stun grenade was used in the alleged attack on wiper leader kalonzo musyoka's home, police spokesman charles owino s…",
star editorial: lose-lose for state over raila coverage  #nasaoathday #nasaswearingin ,0,
"send raila congratulatory messages, bungoma supporters tell world  #nasaoathday… ",
"raila's only option is to vie in 2022, kalonzo a traitor - mp odhiambo  #nasaoathday… ",
fifth body pulled out of lang'ata slum fire debris  ,0,
state 'squarely responsible' for nasa chiefs' fate - wetang'ula  via @rambsnabiswa ,0,
how officers came to radio africa and switched off ktn  #nasaoathday #nasaswearingin ,0,
#corridorsofpower: were police outsmarted in their crackdown on those ferrying nasa supporters from upcountry to na… ,0,
daudi mwenda: will team deliver uhuru legacy?  ,0,
kq spurs with kemsa over vat in sh1.9bn land sale deal  @kenyaairways ,0,
hawkers to permanently be relocated from city centre and move to kariokor in three months  ,0,
"state caps 2kg unga prices at sh115, says there is enough maize supply  ",
"kalonzo home attack was fabricated, says senior police boss  #nasaoathday #nasaswearingin ",
"41 families left homeless, property worth millions burnt in two meru fires  ",
phase two of ngong road expansion to start in march  via @misskinyanjuimo ,0,
"kenya on slippery media freedom path, uhuru must act - hrw  via @nancyagutu ",
raila’s big day: at last he lifts the bible  via @achiaawich #nasaoathday #nasaswearingin ,0,
court lifts @ca_kenya director francis wangusi's suspension  ,0,
"ca gags tvs, but fails to block live coverage of raila’s oath  #nasaoathday #nasaswearingin ",
"uhuru back from au summit, pledges to support reforms  ",
vote: was the government right to stop the live broadcast of raila's swearing-in? #starsurvey #nasaoathday #railaswearingin,0,
pro-raila counties ‘on their own’ - david murathe  ,0,
two former cotu officials jailed two years for sh115.5 million theft  ,0,
"puzzle of kalonzo, mudavadi and wetangula giving raila's oath wide berth  #nasaoathday… ",
"i haven't betrayed you, will take oath soon,
"refugees ready to go green and become ""innovation hubs""  ",0,
"raila's 'sideshows' won't distract us from our development agenda, jubilee leaders  ",
"gunmen attack kalonzo musyoka's karen residence, hurl grenade  #nasaoathday #nasaswearingin ",
aden duale: raila's purported swearing-in is the joke of the year!  @honadenduale… ,0,
kalonzo musyoka in hiding as raila takes oath  #nasaoathday #nasaswearingin ,0,
rt @thestarbreaking: police are investigating an incident where unknown gunmen fired shots and reportedly hurled a grenade at wiper leader…,0,
in today's star: kalonzo musyoka in hiding as raila takes oath  #nasaoathday #nasaswearingin ,0,
senators to begin committee inductions next month  via @kisikasam ,0,
kenyans to own shares of listed firms in new law  via @itsamadala ,0,
mps in fresh committe polls to replace ousted jp ‘rebels’  via @kisikasam ,0,
"don’t forget us for remaining spots, we want and deserve them,
kiraitu launches 21 ward committee members to spearhead managing sh20 million  ,0,
it's time to reform the @_africanunion  via @alexawiti ,0,
"kenya loses malaria award, nurses strike blamed  via @jomunji ",
alex litu: how to sell formalised trade  ,0,
nigerian air force killed dozens in attacks on villages - amnesty  ,0,
police given 10 days to probe murder of ex-riruta mca’s wife  via @stanflex ,0,
revoke cabinet list - omtatah  ,0,
no vetting for chief administrative secretaries  via @jamesmurymy ,0,
timmy tdat and otile brown fight at vanessa mdee party  via @hotsecretz ,0,
mandago courts 10 envoys to set up partnerships and invest  via @ndanyi_mathews ,0,
homa bay reps fight in bid to fire house teams chairpersons  via @robertomollo3 ,0,
uhuru told me to unite church – aipca bishop  via @ndichuwainaina ,0,
india estimates 21 million of its girls are 'unwanted'  ,0,
governor sonko not off the hook as appeal lodged  via @mainacarole ,0,
pastor ng’ang’a reckless driving case is moved to march  via @geomugoh ,0,
"lamu senator anwar to release list of drug lords, land grabbers  via @ppcheti ",
"mombasa nasa supporters celebrate raila's oath, want joho to replace kalonzo via @oduorernest… ",
"move out or face a curse, marakwet elders tell embobut forest settlers  via @sk_rutto ",
kakamega to hire indian experts for cancer centre to stop overseas referrals  via… ,0,
state declares national resistance movement criminal group  via @odhiamborhoda #nasaoathday… ,0,
ca delivered ktn shutdown letter to bamba an hour after  via @nancyagutu #nasaoathday… ,0,
"dpp, ag to decide on raila's fate after he's sworn in  via @joseph_ndunda #nasaoathday… ",
rt @thestarbreaking: interior cs fred matiangi declares national resistance movement (nrm) as an organised criminal group as per the preven…,0,
the art of being yourself  via @samuelmpamugo ,0,
police throw party in limuru to say thanks for helping  via @geomugoh ,0,
editorial cartoon: kalonzo #nasaoathday #railaswearingin #nasaswearingin when push comes to shove... via… ,0,
"apologise for 'anti-islamic' views on shisha ban, supkem tells @tunajibu   via @oduorernest ",
.@railaodinga changes twitter bio to 'president of the republic of kenya'  via @nancyagutu… ,0,
ireland to hold abortion referendum at the end of may  ,0,
ministry of education creates a new department to handle teacher education and training  via… ,0,
national bank to lay off 150 in voluntary retirement scheme  via @muhatiaa ,0,
"kalonzo will take oath later, raila says  via @nancyagutu #nasaoathday #railaswearingin ",
"'draconian' media control will not stop raila, says william kingi  via @oduorernest… ",
"i feel vulnerable but supporters will protect me, raila says on security  via @nancyagutu… ",
why raila's swearing-in violates the constitution  via @olivermathenge #nasaoathday… ,0,
"kisumu residents celebrate 'president' raila, says dream coming true  via @faymatete… ",
"raila 'sworn-in' as president, kalonzo absent  via @nancyagutu #nasaoathday #railaswearingin ",
arrest warrant issued for blogger @c_nyakundih over post about cs matiang’i  ,0,
.@mikesonko asks court to dismiss @realjaguarkenya's boda boda ban case  via @mainacarole ,0,
fida wants court to block cabinet vetting over gender rule  via @muhindi_suu ,0,
"duly elected my foot, raila says of uhuru's presidency  via @williammwangijr   #nasaoathday… ",
"sonko forms team to probe kijiji slum fire, land grabbing claims  via @joseph_ndunda ",
"andrew mccabe, fbi deputy director,
"arrest mobsters not jazz artistes, angry fans tell city hall after drummer,
recce officers threaten strike for lack of pay in al shabaab war  via @ppcheti ,0,
wamalwa cabinet nomination wiped our tears - family  ,0,
"swearing-in illegal but don’t kill nasa supporters, says ole sapit  #nasaoathday… ",
paying the price of progress? why lamu fishers fear lapsset  via @ppcheti ,0,
thika welder kills lover and hangs himself over break-up  ,0,
shocking rise in obesity levels in urban africa over past 25 years - research  ,0,
nasa principals hold impromptu talks on tv switch-off  #nasaoathday #nasaswearingin ,0,
better plan needed to stop drug resistance – who  via @jomunji ,0,
police teargas @railaodinga supporters for blocking kenyatta avenue  #nasaoathday… ,0,
rt @thestarbreaking: police use teargas to disperse nasa supporters along kenyatta avenue. #nasaoathday #nasaswearingin ,0,
court awards itumbi sh5 million for illegal detention after icc hacking claims  #itumbish5m ,0,
rt @thestarbreaking: communications authority of kenya forces bamba tv to switch off ktn home and ktn news channels minutes after citizen t…,0,
"raila to be sworn-in at 1pm, give nasa way forward  #nasaoathday #nasaswearingin ",
state shuts ktn on bamba tv as raila swearing-in nears  via @nancyagutu #nasaoathday… ,0,
star editorial: avoid temptation to arrest raila odinga  #nasaoathday #nasaswearingin ,0,
machel waikenda: who will tell raila he’s naked?  #nasaoathday #nasaswearingin… ,0,
mps in fresh committe polls to replace ousted jp ‘rebels’  ,0,
first commercial credit bureau in ssa to launch  via @muhatiaa ,0,
kenyan bags sh10 million at kwesé #gogettaz competition  ,0,
20 arrested in nyali crackdown on shisha smokers  ,0,
#corridorsofpower: despite transport cs james macharia deploying inspectors from the state corporations to probe ai… ,0,
"facing a 'broke' liberia, president george weah cuts his own salary  ",
ca shuts down citizen tv and ntv ahead of #railaswearingin  via @nancyagutu #nasaoathday ,0,
"nasa misleading kenyans on poll results, accessed server more times - @iebckenya  ",
"raila supporters ecstatic as leaders arrive for oath, bees set ablaze  #nasaoathday… ",
"rt @thestarbreaking: communications authority of kenya shuts down citizen tv, switches off ntv on all free to air platforms. ",
marakwet man shoots friend dead during drinking spree  ,0,
kings medical college closed for offering unaccredited course  via @juliusotieno04 ,0,
"rights activist ken wafula may have had diabetes, postmortem report says  via @ndanyi_mathews ",
"eight-month-old baby raped in india, left with 'horrific' injuries  ",
schools to adopt education information system by february 20  ,0,
"don’t miss my swearing-in, @railaodinga urges nasa allies  #nasaoathday #nasaswearingin ",
against: swearing-in and people’s assembly - ag muigai  #nasaoathday #nasaswearingin ,0,
for: raila’s swearing-in and peoples assembly  via @salimlone #nasaoathday #nasaswearingin ,0,
d-day for raila: will he take oath as ‘president?’  #nasaswearingin #nasaoathday @rrajab ,0,
us lifts ban on refugees from 11 'high risk' countries  ,0,
linus kaikai: editors' guild alarmed by state house secret orders to media  #nasaoathday… ,0,
"rt @thestarbreaking: anti-riot police withdrawn from uhuru park ahead of #railaswearingin, buses ferrying nasa supporters free to proceed t…",
editorial cartoon: we are living in interesting times... #railaswearingin #nasaoathday via @ndula_victor ,0,
"egypt, ethiopia and sudan to break nile dam talks deadlock in 30 days  ",
influential faces behind nasa’s planned swearing-in ceremony  #railaswearingin ,0,
police withdrawn from uhuru park as raila supporters arrive for swearing in  #railaswearingin ,0,
tension in the city over standoff on raila's oath  #railaswearingin ,0,
avocado farmers move to court after last week's blanket export ban  ,0,
uhuru forwards names of cabinet nominees to parliament for vetting  via @odhiamborhoda ,0,
editors divided as uhuru dares media to air raila's swearing in  #railaswearingin ,0,
in today's star: tension in city over standoff on raila's oath  #railaswearingin ,0,
"jumia set to create 20,000 new jobs in 2018  via @ladykanyali ",
demas kiprono: kiambu and kilifi laws on employment of natives dangerous  ,0,
"fight cholera, chikungunya,
qureish raghib: owning a home could soon become a reality for many kenyans  ,0,
ca denies leaving public out of mobile interoperability talks  via @muhatiaa ,0,
macharia munene: do cabinet nominees all share uhuru’s vision and agenda?  ,0,
editors divided as uhuru dares media to air raila's swearing in  #railaswearingin ,0,
is south africa seeing a return to the rule of law?  ,0,
obado-ayacko rivalry prompted change of venue of raila’s ‘last supper’  via @manuelodeny ,0,
"one super vaccine for all goat, sheep diseases to reduce cost  via @agathangotho ",
"our performance is in icu, governor tunai says  via @kiplangatkirui ",
"shelve swearing-in and call for dialogue, kikuyu elders urge raila and kalonzo  ",
local bitcoin investors unmoved by price drop  via @muhatiaa ,0,
.@daddyowenmusic talks about his son for the first time  via @murithimex ,0,
kiraitu and red cross sign deal on meru’s ndengu revolution  ,0,
"antony nkuubi: despite the limping start we can still get the year right,,
 ",,
ward reps say mps incite residents and intefere with governor sonko’s work  via… ,0,
supermarket by former nakumatt employees officially opened in kisumu  via @faymatete ,0,
iebc rejects university don in the kitui west mp by-election  via @nzengumj ,0,
ministry issues specific color codes for school buses  via @muhindi_suu ,0,
"teacher proud to be a mum, kids come first  via @kalondu_musyimi ",
saleh claims mandera youth aiding shabaab  via @astarikostephen ,0,
391 child abuse cases reported in 3 months  via @muhindi_suu ,0,
leonard khafafa: aiming for middle income status  ,0,
"swearing-in plans unconstitutional, maina tells raila  ",
fishing potential not reached because of poor methods- expert  via @manuelodeny ,0,
"thika man kills girlfriend, hangs himself  via @jaykaygm ",
eric wainaina is always worried about people bringing up his past  ,0,
"kilifi will be too hot for food production in 2030, weatherman warns  via @yaajuma ",
first lady pledges to lower mother-to-child hiv transmission rate to 5%  ,0,
wonders! wambora exclaims after first brain surgery in embu  ,0,
"kenyans want raila to be sworn-in, says salim lone  via @olivermathenge ",
"big read: wakesho cbo offers dropouts, needy girls a brighter future  via @oduorernest ",
rt @thestarbreaking: avocado farmers association files case challenging last week's ban against exporting avocados.,0,
.@mikesonko suspends nairobi official after four die in lang'ata fire  via @nancyagutu ,0,
rt @thestarbreaking: governor sonko suspends county official following lang'ata inferno that left four dead. ,0,
uhuru praised for 'inclusive cabinet with top performers'  via @charlesmghenyi and… ,0,
"zimbabwe election body accused of tender ""impropriety""  ",0,
"star editorial: act on state of insecurity in pokot, kerio valley and baringo  ",
maraga commissions kwale's first high court at sh390 million  via @charisuche1 ,0,
"maragua woman burns husband, self after quarrel  via @alicewangechi ",
more than half of oil traded across the world has been stolen  ,0,
two camps in jp: sonko’s group accuses sakaja’s of sabotage  via @juliusotieno04 and… ,0,
"babu owino opposes votes scrutiny, says rivals petition 'frivolous'  ",
"youths storm anyang' nyong'o office, demand transport to raila swearing-in  via @faymatete ",
suspected car thief gunned down in makueni  ,0,
"davos, solheim and an outstanding ir effort out of southern africa  via @alykhansatchu ",
hillary clinton surprises with grammy 'fire and fury' spoof  ,0,
omtatah opposes uhuru's chief administrative secretary post in court  ,0,
police declare uhuru park out of bounds tomorrow  via @kamoremaina ,0,
"curiosity as raila, kalonzo back nasa politicians in court with hours to oath  via… ",
"shisha ban miscalculated, hurting economy,
raila swearing-in illegal but police shouldn't kill supporters - ole sapit  via @lameckbaraza ,0,
rt @thestarbreaking: hundreds of youth storm kisumu governor anyang' nyong'o's office demanding the county provides their transport to atte…,0,
"lang'ata fire: death toll rises to four, mp criticises city hall's slow response  via… ",
"tuju not a minister, remains jubilee secretary general - itumbi  via @nancyagutu ",
tourism boon as fifth cruise ship with 890 tourists docks in mombasa  via @charlesmghenyi ,0,
'morning glory' app that helps men track morning erections unveiled  ,0,
"uhuru park is the only option, magaya says as raila supporters arrive  via @nancyagutu ",
luo nation backs raila-kalonzo oaths as the route to a just kenya  via @robertomollo3 ,0,
kenha warns of recruitment scam  via @rambsnabiswa ,0,
"implement scrap metal act to end illegal exports, government told  via @juliusotieno04 ",
first lady in ethiopia for war on spread of hiv-aids forum  ,0,
ruto to kenyans: ignore 'irrelevant' nasa oath  ,0,
"pokot girl,14,
"three dead,6,
"rt @thestarbreaking: three dead, thousands left homeless after lang'ata slum fire,
state to deploy hundreds of cops in city and arrest leaders to block nasa event  ,0,
.@realjaguarkenya booed for sueing @mikesonko over boda boda ban  via @juliusotieno04 ,0,
ruto lost control of cabinet  via @olickfelix ,0,
vote: should uhuru allow raila to be sworn in? #starsurvey,0,
plans to open barack obama university in siaya hit a snag  via @lameckbaraza ,0,
au leaders hold talks on reforms and free trade  ,0,
"we’ll reject cabinet nominees, says nasa’s wamalwa  ",
in today's star: police in ruthless crackdown plans for raila oathing  ,0,
"oath is on, raila says after pre-inauguration fanfair in homa bay  ",
"we're grateful for ababu choice, but give us more slots,
"mombasa, kilifi taps run dry after water board disconnects supply over sh40m debt  ",
"2022 vote: kenya safe in mudavadi's peaceful hands, says anc women leaders  ",
adorable moment as orphaned baby elephant is welcomed to herd by new friend  ,0,
mavoko residents protest no compensation for athi river dual carriageway  ,0,
will amina mohamed fit in matiang'i shoes as education cs?  ,0,
dozens left homeless as fire guts lang'ata's kijiji slum  #langatafire ,0,
"four arrested after robbing meru businesswoman sh800,000  ",
"dozens left homeless as fire guts lang'ata's kijiji slum ,,
 ",0,
pokots laud uhuru for proposing ex-governor kachapin as education cas  ,0,
"yvonne wamalwa to be buried saturday next week, funeral committee says  ",
[statement] how media missed the 'raila supporting ruto in 2022' joke  ,0,
police will kill us in numbers but we'll stay put at uhuru park - arati  ,0,
altar boy jailed 12 years for raping faithful in embu church compound  ,0,
"over 60 killed, scores wounded in afghan ambulance blast  ",
nairobi park diary: speed kills  via @celticafrican ,0,
travel review: open-eyed swimming at takawiri island  ,0,
raverend juice: risper faith's fairy tale ending  ,0,
reflections: this is the tale of the note  via @edgakuya ,0,
trendsetter: eko dydda's partying so hard  via @daviesndolo ,0,
book review: a perilous journey from slavery to freedom  ,0,
"raverend! the real nairobi diaries of dj pierra, jaguar and eric's balls of fire  via… ",
series review: american crime series returns with new thrill  via @realobserver ,0,
"album review: drake's ""scary hours""  via @daviesndolo ",0,
selfies make teenagers question their body and appearance  ,0,
what you should know about plastic surgery and cosmetic surgery  ,0,
art: the day city was lit by annual street festival  ,0,
jamhuri alumnus @juacaligenge 'appalled' by fracas  via @hotsecretz ,0,
kenya seek solace as they face png in 15th position play-off  ,0,
prof yash ghai: amending the constitution or amending politicians?  via  @katibainstitute ,0,
"kuppet allows milemba, elected union officials to work part time  via @nancyagutu ",
antony nkuubi: despite the limping start we can still get the year right  ,0,
ngo criticises new curriculum for ignoring children with cerebral palsy  ,0,
"kericho odm backers to attend @railaodinga oath, kanu asks kipsigis to keep off uhuru park  ",
"don't provoke @railaodinga by stopping tuesday oath, atwoli tells @ukenyatta  via @jonaliash ",
woman shot dead in kerio amid sprawling bandit attacks  via @sk_rutto ,0,
editorial cartoon:  #uhurucabinet efforts to bring on board 'our people' and the subsequent bloated cabinet....all… ,0,
two kdf officers killed after vehicle runs over ied in garissa  ,0,
the witchcraft that is tribe and how politicians exploit it  ,0,
"the rise of matatu, gang politics anchored on bandit economy  ",
"migori's obado, ayako rivalry forced raila to shift rally venue to homa bay  via @manuelodeny ",
"yvonne wamalwa died a poor woman, was fired by jubilee,
"uhuru park a no-go zone for nasa, koome says ahead of raila oath  via @nancyagutu ",
knut officials welcome choice of amina mohamed to replace 'dictator' matiang'i  ,0,
lamu leaders cry foul after region misses slots in uhuru cabinet  ,0,
samantha's chronicles: no turning back  ,0,
g-spot: cape town’s rich will soon discover that they also need council water   via… ,0,
transport cs backs changes to traffic act to cut road accidents  via @charlesmghenyi ,0,
"mcas to be trained in budgeting, lawmaking  via @juliusotieno04 ",
temporary reprieve as court halts wangusi’s compulsory leave  ,0,
"stop interfering with sonko's work, city mcas tell nairobi mps  ",
"support sonko to deliver services, magelo urges city residents  via @juliusotieno04 ",
"wangamati, mps ask boinnet to transfer bungoma security chiefs as gangs wreak havoc  ",
kadhis cannot settle child custody cases   ,0,
"kfs says dams won’t hurt mau ecosystem, denies illegal logging  ",
"nasa is not afraid of jubilee threats, mp mulyungi says over raila oath  via @mauisyimi ",
labour party thanks uhuru for ababu's nomination as foreign affairs cas  ,0,
labour party thanks uhuru for ababu's nomination as foreign affairs cas  ,0,
"courts not compromised, says maraga as he denies oath letter  via @yobramos4 ",
"panic as eacc detectives camp in tana river to probe fictitious tenders, sh2.1bn debt  via… ",
"siaya mcas bow to pressure, approves rasanga's cec nominees  via @lameckbaraza ",
kcb recruit heavily ahead of kvf league  ,0,
"bungoma man allegedly kills his wife, hangs body in cover up  via @ojamab ",
students blame management over directive to shut puea varsity  via @geomugoh ,0,
".@ukenyatta appeals to african states for more funding, military backing to fight terrorism  ",
"ethiopia pardons over 2,000 jailed for role in oromiya unrest  ",
"presbyterian university battles suspension, tells students to stay  ",
uhuru nominates tuju to be minister without docket  via @bwasuna ,0,
over 500 city residents awarded bursaries by ngaaf  ,0,
"trump eats humble pie, lauds african nations after ‘shithole’ remark  ",
chebukati in israel as kenyans ask why connie maina signed nasa memo  ,0,
"oath is on, @railaodinga  says after pre-inauguration fanfair in homa bay  ",
"shock after baby found dumped, body parts mauled by dogs in maralal  ",
altar boy jailed 12 years for raping faithful in embu church compound  ,0,
police will kill us in numbers but we'll stay put at uhuru park - arati  ,0,
chief administrative secretaries: was uhuru rewarding 2017 election backers?  ,0,
sonko launches nairobi city beautification project  ,0,
"man injured, truck torched after two communities clash in isinya  ",
united boss mourinho not surprised by immediate sanchez impact  ,0,
"three killed, goats stolen after suspected pokot bandits attack turkana village  ",
"congo's kabila denies violence against protesters, silent on election date  ",
sector caps better than one interest ceiling - kcb  via @muhatiaa ,0,
the art of being yourself  ,0,
eabl profits drop due to poll tension despite revenue rise  via @ladykanyali ,0,
maybe just stop being?  ,0,
surprise: millennials put cash in property and real estate for a good retirement life  ,0,
football coach granted bond after 2 years in custody  ,0,
"ilri to help busia improve dairy breeding, increase milk supply  via @chepjayne5 ",
"herder killed, policemen injured in fresh baringo bandit attacks  ",
sh9 billion water reservoir to supply nanyuki town  ,0,
12 students injured after storm blows off classroom roof  @oloo079 ,0,
civil society groups fault mps' new perks  via @robertomollo3 ,0,
tough lessons in the dust yet suna west pupils persist  via @manuelodeny ,0,
"jambojet launches flights to and from wajir for sh5,200  ",
"raila-kalonzo swearing-in a recipe for chaos, says governor @dralfredmutua  via… ",
"future is in god’s hands, kalonzo says after pleas for talks ignored  @nzengumj ",
"2,220 mukuru kwa njenga residents sue for title deeds to sh900 million land  ",
is @akotheekenya  planning to have a baby with her manager?  ,0,
so many boreholes promised in three months where are they?  via @juliusotieno04 ,0,
operation linda boni intensifies hunt for al shabaab spies posing as returnees  ,0,
macharia says naivasha port won’t ruin mombasa economy  ,0,
"mombasa, kilifi taps run dry after water board disconnects supply over sh40m debt  via… ",
obiri fired up  ,0,
