text,label,,
"seven dead in concert attack,,0,
#southafrica's zuma to release report on higher education at midday: presidency ,0,,
#southafrica's #eskom not insolvent but facing cashflow trouble ,0,,
#kenya craftsmen to build boat out of plastic waste ,0,,
#kenya government takes control of kenya airways in debt swap agreement ,0,,
why #niger and #mali's cattle herders turned to jihad ,0,,
think bitcoin's getting expensive? try #zimbabwe ,0,,
south sudan withdraws troops surrounding ex-military chief's house ,0,,
"seven dead in concert attack,,0,
nearly 30 bodies found after clashes near libyan capital -activists ,0,,
"w. africa crude-pertamina awards q1 tender,,0,
african markets - factors to watch on nov 9 ,0,,
diary-emerging markets economic events to jan 2 ,0,,
"britain rewards its own,,0,
south africa's zuma says has no plans to announce free education programme.  ,0,,
south africa's opposition asks court to force disclosure of zuma's legal costs.  ,0,,
nigeria plans 119.9 bln naira treasury bill auction on nov 15 ,0,,
african markets - factors to watch on nov 8 ,0,,
diary-emerging markets economic events to dec 29 ,0,,
nigerian lawmakers call on government to scrap controversial oil savings account ,0,,
#cameroon separatist attacks kill four security forces - gov't ,0,,
#egypt's foreign minister sent on regional tour amid #lebanon crisis - ministry ,0,,
"#algeria wheat purchase totalled 210,,0,
#senegal qualify for 2018 world cup ,0,,
#burundi rejects international criminal court war crimes investigation  ,0,,
#southsudan's government using food as weapon of war -u.n. report ,0,,
"w. africa crude-angolan trades,,0,
brief-austin laz and company posts q1 revenue of 68.6 mln naira ,0,,
african markets - factors to watch on nov 7 ,0,,
diary-emerging markets economic events to dec 29 ,0,,
"gunmen target #egypt truck convoy,,,0
"#zimbabwe renames main airport after mugabe,,0,
"gunmen target #egypt truck convoy,,,0
#southafrica's num says coal strike to begin on nov. 19 ,0,,
#southafrica's economy faces major challenges: central bank head ,0,,
"#egypt,,0,
#burundi rejects war crimes probe but opposition welcomes it ,0,,
#nigeria's sick chibok girls struggle with school in dispute over medical bills ,0,,
south africa mulls welfare cuts to fund free higher education: report ,0,,
#zimbabwe court grants bail to u.s. citizen charged with subversion ,0,,
south africa's economy faces major challenges: central bank head ,0,,
#kenya's nakumatt supermarket chain foiled by explosive growth ,0,,
east congo militiamen go on trial for raping children ,0,,
#southafrica's dlamini-zuma says business endorsement not a priority in anc race ,0,,
"political exclusion risks tearing #kenya apart,,0,
soccer-emenalo quits key role at chelsea ,0,,
"briton kidnapped in nigeria last month killed,,0,
"british foreign office says briton kidnapped in nigeria last month has been killed,,0,
nigeria's minister for delta oil hub says ready to meet with militants after ceasefire called off ,0,,
south african security agency files legal complaint against zuma author ,0,,
south african rand weaker on rumour zuma to announce free education ,0,,
"u.n. watchdog tells #congo to hold election,,0,
"u.n. watchdog tells congo to hold election,,0,
"#zimbabwe renames main airport after mugabe,,0,
platinum miner lonmin adds more security due to protests around mines ,0,,
"#mozambique needs imf,,0,
#zimbabwe budget deficit widens sharply on runaway government spending ,0,,
four generations of a south african family ,0,,
asian waf oil loadings to fall in nov by 11 pct ,0,,
brief-nigerian aviation handling appoints idris yakubu as ceo ,0,,
african markets - factors to watch on nov 6 ,0,,
diary-emerging markets economic events to dec 29 ,0,,
#zimbabwe's mugabe: beware of death on road to presidency ,0,,
imf urges #southafrica to launch reform plan to boost economy ,0,,
south africa post office to partly take over social grant distribution ,0,,
liberia's president says 'our democracy is under assault' ,0,,
#nigeria's senate approves report exonerating mtn nigeria over fund transfers ,0,,
anger seethes on margins of historic clean-up in #nigeria's delta  ,0,,
#kenya's parliament takes 3-week break at opposition's request ,0,,
hungry south sudanese refugees risk death in return home for food ,0,,
"#zimbabwe's axed vp is safe,,0,
south africa post office to partly take over social grant distribution ,0,,
"short on boots and backing,,0,
#congo opposition rejects new timetable for polls to replace kabila ,0,,
#liberia's president says 'our democracy is under assault' ,0,,
niger delta leader calls on avengers to hold off oil attacks ,0,,
bolstered libyan coast guard intercepts packed migrant boat ,0,,
update 1-saudi's falih calls for more work to cut global oil inventory ,0,,
diary-emerging markets economic events to dec 29 ,0,,
"#zimbabwe's mugabe widens purge,,0,
#finland's nokia joins vodacom to trial 5g technology in #southafrica ,0,,
uber bullish on africa despite opposition from local taxi firms ,0,,
#kenya's sumgong banned for four years for doping offence ,0,,
 to investigate tax service after zuma gives go-ahead ,0,,
"nigerian president says ""cannot afford"" to return to delta insecurity ",0,,
south african retailer tfg buys britain's hobbs ,0,,
#zimbabwe's mugabe sacks vp seen as top succession candidate ,0,,
"more oil cash needed in #nigeria's delta to avert new conflict,,0,
malian soldiers killed in french strike had joined islamists: source ,0,,
south african finmin wants new saa ceo to restore confidence in airline ,0,,
"rt @alertnet: five migrants die when boat sinks,,0,
#kenya's gdp to grow at over 6 percent in 2018:  finance minister ,0,,
egyptian rights lawyer says he'll run for president in 2018 ,0,,
french raid last month killed hostage malian soldiers ,0,,
#tanzania's magufuli sacks officials who failed to recall public works budget figures ,0,,
w. africa crude-spot trade slows with flurry of tenders ,0,,
african markets - factors to watch on nov. 3 ,0,,
diary-emerging markets economic events to dec 29 ,0,,
"w. africa crude-sonangol sells 2 cargoes,,0,
petition filed in #kenya court challenging kenyatta's election victory ,0,,
#zimbabwe's mugabe sacks vp seen as top succession candidate ,0,,
at least 5 dead after migrant boat sinks off #libya ,0,,
breaking: #zimbabwe's mugabe sacks vice president mnangagwa  ,0,,
rt @alertnet: doctors in uganda's public hospitals strike over pay and supplies  ,0,,
rt @alertnet: nigeria offers to meet militants after ceasefire cancelled in oil region  ,0,,
#africa set to top 1 billion mobile internet connections in five years: study ,0,,
strike threat adds to headaches for lonmin chief executive ,0,,
petition filed at #kenya's supreme court challenging election results ,0,,
#kenya rights groups: govt trying to shut down election court cases ,0,,
liberian court halts presidential run-off vote amid fraud probe #liberia ,0,,
mckinsey worked with s.african firm after learning of gupta links - sources ,0,,
south africa's ramaphosa picks female science minister as deputy in anc race: media ,0,,
uk's aldermore agrees $1.3 bln takeover by firstrand ,0,,
niger delta leader calls on avengers to hold off oil attacks ,0,,
#southafrica's ramaphosa picks female science minister as deputy in anc race: media ,0,,
#congo sets presidential election for december 2018 ,0,,
shell may reconsider dual listing if netherlands scraps dividend tax - cfo ,0,,
african markets - factors to watch on nov. 2 ,0,,
diary-emerging markets economic events to dec 29 ,0,,
update 1-nigeria raises 100 bln naira in treasury bills ,0,,
"bahavu children wash on the shore of lake kivu,,,0
#congo forces clash with renegade colonel in eastern city of bukavu ,0,,
tension in #southsudan capital after bid to disarm detained ex-army chief ,0,,
"libyan salafist-led force breaks up comic festival for ""indecency"" ",0,,
u.s. warns of threat to diplomatic staff in somali capital ,0,,
"mugabe set to appoint woman deputy,,0,
brief-lafarge africa submitts application for rights issue approval and listing ,0,,
african markets - factors to watch on nov. 1 ,0,,
nigeria among most improved countries in world bank's ease of doing business list ,0,,
"w. africa crude-angolan dalia trades,,0,
imf cuts #cameroon gdp growth forecast to 3.7 pct for 2017 ,0,,
31 sexual abuse cases against un personnel filed in 3 months -official ,0,,
zambian president warns judges of chaos if they block his re-election ,0,,
"a month on,,,0
"four foreigners working at power plant kidnapped in #libya,,0,
fraud probe to delay #liberia election run-off - election commission ,0,,
u.s. carries out first strikes against islamic state in #somalia ,0,,
nigeria's president buhari says plans to expand his cabinet ,0,,
african markets - factors to watch on oct. 31 ,0,,
court orders nigeria to pay $288 mln to 1967 war victims ,0,,
mckinsey worked with s.african firm after learning of gupta links: sources ,0,,
w. africa crude-spot trade limited on ample alternative supplies ,0,,
#kenya opposition supporters urged to boycott three companies ,0,,
rt @alertnet: ivorian artist puts a twist on #metoo: she says it with her hair  ,0,,
safaricom's profit growth slows amidst political turmoil ,0,,
#namibia's frankie fredericks placed under investigation in rio games probe: source ,0,,
niger delta avengers group says ends ceasefire in #nigeria oil hub: website ,0,,
"#zimbabwe police arrest u.s. citizen over mugabe ""goblin"" tweet ",0,,
south africa not considering imf bailout for now  - treasury official ,0,,
"south african prosecutors say pistorius sentence ""shockingly lenient"",,0,
little-known group ansar al-islam claims responsibility for egypt attack ,0,,
#nigeria does not see devaluation risk in midterm: finance minister ,0,,
#kenya economy to fare better after elections than post-2008 vote ,0,,
brief-cornerstone insurance posts nine-month net premium income of 3.52 bln naira ,-1,,
brief-nestle nigeria posts nine-month pre-tax profit of 34.47 bln naira ,0,,
brief-meyer plc posts 9-months group loss before tax of 156.6 mln naira‍​ ,1,,
brief-dangote flour mills posts 9-month group pretax profit of 18.01 bln naira‍​ ,-1,,
south africa considering best time for nuclear power expansion: zuma ,0,,
south african opposition walks out of parliament during zuma questions ,0,,
tunisian policeman dies after being stabbed on wednesday #tunisia ,0,,
#southafrica's zuma denies receiving kick-backs ,0,,
#nigeria's president buhari says to present 2018 budget on nov 7 ,0,,
"#kenya chief justice says police ""enhanced"" security after shooting ",0,,
south africa's rand firms as dollar retreats ahead of u.s. tax bill ,0,,
brief-standard alliance insurance posts 9-month pretax profit of 544.8 mln naira ,0,,
"imf says rising debt,,0,
imf says sub saharan africa to register 3.4 percent growth in 2018 vs 2.6 percent in 2017 ,0,,
"imf - ongoing political uncertainty in nigeria and south africa hinders strong rebound,,0,
mudslide in sierra leone exposes dangers of freetown's unchecked sprawl ,0,,
liberia's supreme court halts presidential run-off over fraud allegations ,0,,
former #ghana and ajax midfielder yakubu dies ,0,,
south african football chief jordaan denies rape accusation ,0,,
niger defence minister asks u.s. to deploy armed drones against militants ,0,,
rt @alertnet: escaping the exorcist: chad's 'snake children' turn carpenters and musicians  ,0,,
suspected islamist arrested after knife attack near tunis parliament    ,0,,
"pope condemns militant attacks,,0,
#southafrica's unruly anc branches kick off race to succeed #zuma ,0,,
#nigeria among most improved countries in world bank's ease of doing business list ,0,,
"gunfire heard in #eritrea's capital as protests break out,,0,
#liberia's supreme court halts presidential run-off over fraud allegations ,0,,
"south africa's sibanye confirms over 2,,0,
"#southafrica's sibanye confirms over 2,,0,
#southafrica's zuma asks court to set aside report on influence-peddling ,0,,
libyan coast guard intercepts nearly 300 migrants east of tripoli ,0,,
kenyan supreme court judges denied extra security after shooting - source ,0,,
african markets - factors to watch on oct. 30 ,0,,
diary-emerging markets economic events to dec 29 ,0,,
diary-emerging markets economic events to dec 29 ,0,,
nigeria's president buhari says plans to expand his cabinet  ,0,,
heineken to double beer production in ivory coast to meet greater thirst  ,0,,
fitch affirms kaduna state at 'b' outlook stable ,0,,
"south africa's sibanye lays off over 2,,0,
south africa delights in prospect of hosting 2023 world cup  ,0,,
kenya opposition leader proposes 'people's assembly'  ,0,,
kenyan journalists attacked while waiting for opposition leader's speech  ,0,,
south africa nuclear regulator says expects plant site licence in june ,0,,
botswana's choppies to treble shops in kenya in next 3 years - ceo ,0,,
south africa recommended as host for 2023 rugby world cup - reports ,0,,
south africa's unemployment rate unchanged at 27.7 pct in q3  ,0,,
mtn to defend 'opportunistic' $4.2 bln suit in south african court  ,1,,
south africa's num union threatens strike action in coal sector over wages ,0,,
at least 15 killed in air strikes in east libya -sources ,0,,
"kenya's nakumatt,,,0
nervous kenyans await odinga response to kenyatta poll victory ,0,,
brief-livestock feeds posts 9-month loss before tax of ‍​261.8 mln naira ,0,,
african markets - factors to watch on oct. 27 ,0,,
kenyan president #kenyatta re-elected with 98 percent of vote -commission #kenyaelections  ,0,,
diary-emerging markets economic events to dec 29 ,0,,
chad wants to cut off glencore's oil supplies in debt row  ,0,,
"w. africa crude-differentials under pressure,,0,
nigeria's buhari sacks top civil servant after corruption probe  ,0,,
kenyan president #kenyatta re-elected with 98 percent of vote -commission #kenyaelections  ,0,,
u.s. pledges up to $60 mln for security help in sahel region ,0,,
"#kenya's repeat presidential poll was free,,0,
"rt @alertnet: women find some respite in libya's ""families only"" cafes  ",0,,
suspected boko haram raid kills at least 10 in cameroon village ,0,,
two banks drop mckinsey in fallout from south africa scandal ,0,,
#kenya election board to announce results from repeat presidential election ,0,,
"somalia's capital restricts movement of trucks,,0,
standard bank drops mckinsey amid south africa scandal ,0,,
at least one police officer killed in violent east congo protest  ,0,,
moody's says south african budget statement credit negative ,0,,
rest of africa weighs on south africa's shoprite q1 sales  ,0,,
"u.s. envoy haley's blunt diplomacy targets s.sudan,,0,
liberia's ruling party backs challenge to presidential result ,0,,
"imf says rising debt,,0,
"south africa's famous brands' h1 profit falls,,0,
nigeria's cabinet approves draft 2018 budget -budget minister ,0,,
african markets - factors to watch on oct. 26 ,0,,
"wanted: 11 million professionals to save africa from ""disaster"" ",0,,
"suspected boko haram militants kill eight soldiers,,1,
#kenya opposition leader calls for calm in slum hit by deadly violence  ,0,,
"somalia sacks police,,0,
man killed with arrows in kenyan village on edge over elections #kenya  ,0,,
"south africa's petrol,,0,
libyan forces order investigation into bodies found near benghazi  ,0,,
islamist attack on hotel in somali capital kills 25 - police  ,0,,
update 1-nigeria's fidelity bank takes charge on 9mobile loan after central bank request ,0,,
african markets - factors to watch on oct. 25 ,0,,
interview-when women rule: nigerian lawmaker fears violence is scaring women away from politics ,0,,
west african leaders plan shared currency by 2020 ,0,,
"in edgy kenyan slum,,0,
dozens of unidentified bodies found near libyan city of benghazi ,0,,
angola appoints jose massano as new central bank governor - state news agency ,0,,
zimbabwe's mugabe sacks prosecutor general  ,0,,
"in kenya election re-run,,0,
burundi takes steps to extend president's rule as crisis deepens  ,0,,
"once again,,0,
feature-bollywood and nollywood sexual predators shielded by victims' silence ,0,,
mideast stocks - factors to watch - october 24 ,0,,
diary-emerging markets economic events to dec 19 ,0,,
nigeria central bank injects $195 mln into currency market ,0,,
kenya opposition wants vote planned for saturday cancelled  ,0,,
zimbabwe's opposition leader tsvangirai back in south african hospital  ,0,,
south african farmers jailed for forcing black man into coffin #coffinassault  ,0,,
nigeria recovers $85 mln deposited in britain in oil licence deal funds - attorney general ,0,,
kenya president ahead with 96 pct support - partial tally #kenyadecides  ,0,,
u.s. envoy haley says congo election must take place in 2018  ,0,,
equatorial guinea leader's son found guilty of embezzlement by french court  ,0,,
nigeria inflation to fall to single-digits in mid-2018 -cenbank ,0,,
egypt forces kill 12 militants in western desert clashes - state news agency ,0,,
angola's new president takes surprise steps to rein in dos santos  ,0,,
south africa to unveil stimulus package before anc conference - gigaba ,0,,
low turnout taints kenyatta victory in kenya election re-run  ,0,,
turnout of 34.5 pct in kenya vote re-run - election commission head #kenyadecides  ,0,,
update 1-gambian foreign minister urges togo president to resign ,0,,
swiss stocks - factors to watch on oct 23 ,0,,
"boycott,,0,
kenya vote delayed to oct. 28 in four counties - commission #kenyadecides  ,0,,
african markets - factors to watch on oct. 23 ,0,,
diary-emerging markets economic events to dec 19 ,0,,
at least five killed as police fire at protest in ethiopia ,0,,
kenya vote delayed to oct. 28 in four counties - commission #kenyadecides  ,0,,
"tunisia to lay off 16,,0,
angola’s central bank in imf agreement to prevent money laundering ,0,,
kenyan opposition protester dies from gunshot wound in kisumu-medic #kenyaelections  ,0,,
#kenya's foreign debt investors take election turmoil calmly ,0,,
"rt @maggiefick: kisumu: teargas & water cannons& helicopters from police,,0,
"shooting,,,0
"u.s. has lost trust in s.sudan,,0,
u.s. voices concern about efforts to undermine kenya presidential vote  ,0,,
#kenyan police fire tear gas at pro-opposition youths in kisumu  ,0,,
"analysis-violence,,0,
update 1-suicide bomber kills 13 others in northeast nigerian city -police official ,0,,
"in kenya opposition stronghold,,0,
"kenya opposition leader urges vote boycott,,0,
islamic state claims deadly attack on libyan checkpoint ,0,,
"in kenya opposition stronghold,,0,
suicide bomber kills 13 others in northeast nigerian city -police official ,0,,
"kenya opposition leader urges vote boycott,,0,
south africa to dispose of portion of telkom shares  ,0,,
kenya election board head: elections will go ahead thursday as scheduled  ,0,,
soccer-late goal earns fifth straight draw for wolfsburg ,0,,
south african budget deficit expected to reach eight-year high  ,0,,
bollywood and nollywood sexual predators shielded by victims' silence ,0,,
"obama discriminated against coal,,0,
#kenya crisis deepens as vote delay petition goes unheard ,0,,
"plague kills 124 in #madagascar,,0,
kenyans entitled to rebel if vote goes ahead- kisumu governor ,0,,
#uganda expects up to $20 bln oil sector investment in next 3-4 years ,1,,
#tanzania suspends fourth newspaper since june in media crackdown ,0,,
#kenya chief justice: supreme court can't hear petition to delay election ,0,,
#malawi vigilante arrests rise to 200 in vampire scare ,0,,
west african leaders plan shared currency by 2020 ,0,,
#mozambique's president dismisses head of intelligence and army chief ,0,,
de beers jv to close four namibian mines by 2022: union official #namibia ,0,,
angry trump envoy to meet south sudan president to push for peace ,0,,
"macron avoids ""lecturing"" #egypt on rights,,0,
kenyan police seal off supreme court ahead of vote delay hearing ,0,,
mideast stocks - factors to watch - october 22 ,0,,
"gunmen kill 8 niger gendarmes,,,0
diary-emerging markets economic events to dec 19 ,0,,
update 1-transferwise resumes nigeria money transfers citing confidence in naira ,0,,
#kenya police disperse demonstrators as odinga tempers poll protest call ,0,,
#southafrica's zuma asks court to reject call for inquiry into influence-peddling ,0,,
"wheelbarrow bomb kills man pushing it in somalia’s puntland,,0,
"#nigeria's new 650,,0,
#nigeria senate to vote on motion to probe etisalat nigeria loans ,0,,
rt @katymigiro: this is what happens “when women rule”  #womenrulers by @tr_foundation ,0,,
#morocco arrests six suspected islamic state militants ,0,,
six crew from german ship kidnapped in nigerian waters  #nigeria  #germany ,0,,
#liberia party submits complaint over alleged vote fraud ,0,,
"ugandan mps get $8,,0,
"#kenya opposition chief: people should stay home,,0,
rt @tr_africa: tr decision africa app enables informed  decision making during the #kenyaelections learn more  ,0,,
"#mugabe would have rejected who role,,0,
kenyan crowd marches on election board office in odinga stronghold town #kenya ,0,,
coca-cola to invest up to $90 mln in #kenya to broaden product range ,0,,
save the children suspends migrant rescues in mediterranean ,0,,
rwandan leader's would-be rival rwigara and her mother denied bail #rwanda ,0,,
"u.s. mulls #southsudan pressure,,0,
transferwise resumes nigeria money transfers citing confidence in naira ,0,,
african markets - factors to watch on oct. 20 ,0,,
diary-emerging markets economic events to dec 19 ,0,,
brief-wema bank posts 9-month pretax profit of 1.80 bln naira ,1,,
"platinum miner lonmin to cut over 1,,1,
nigeria aims to pass oil bill by mid-2018: lawmaker ,0,,
"in liberian slum,,0,
togo's president gnassingbe should resign immediately: gambian foreign minister ,0,,
"rhino,,0,
"in liberian slum,,0,
u.n. condemns arrests of #congo opposition members ,0,,
#kenya to charge opposition leader's sister with incitement to violence ,0,,
#southafrica's #transnet investigating suppliers for kickback payments: ceo ,0,,
africa eyes senior trump envoy visit for u.s. policy hints ,0,,
african rainbow minerals fires kpmg as auditor ,0,,
"eleven killed in clashes in #ethiopia's oromiya region,,0,
#kenya to charge opposition leader's sister with incitement to violence ,0,,
south africa's gigaba faces credibility test in maiden budget speech ,0,,
kenyan shilling falls to lowest since mid-august on election jitters #kenya ,0,,
#kenya to charge opposition leader's sister with incitement to violence ,0,,
"#angola's lourenco orders review of oil sector,,0,
#mugabe removed as who goodwill ambassador after outcry - statement ,0,,
deadly #somalia blast reveals flaws in intelligence efforts ,0,,
nigeria's dangote cement mulls eurobond issue -cfo ,0,,
mideast stocks - factors to watch - october 19 ,0,,
diary-emerging markets economic events to dec 19 ,0,,
nigeria's oando has received notification of share suspension ,0,,
mugabe removed as who goodwill ambassador after outcry - statement.  ,0,,
roadside bomb kills seven outside #somali capital mogadishu. ,0,,
"#egypt says bahrain,,0,
u.n. ends month-long libya talks in tunisia without proposing new date.  ,0,,
update 1-four britons kidnapped in nigeria's delta state -police ,0,,
african markets - factors to watch on oct. 18 ,0,,
diary-emerging markets economic events to dec 19 ,0,,
nigerian lawmakers call state oil chief in for questions over licence ,0,,
"u.n. torture watchdog ends trip to #rwanda,,0,
"gunmen kill 8 niger gendarmes,,,0
"choice of mugabe as goodwill who envoy shocks,,0,
at least 30 police die in clash in egypt's western desert -security sources. ,0,,
nigeria's fx buffer rises to almost 3-year high $33.1 bln on oct 12 -cenbank data ,1,,
fitch: nigerian bank eurobonds a step to easing fc maturity gaps ,0,,
update 1-nigerian annual inflation at 15.98 pct in september - stats office ,0,,
nigerian annual inflation at 15.98 pct in september - stats office ,0,,
s.african prosecutors give zuma nov. 30 deadline to make presentations in corruption case ,0,,
belgian-based businessman challenges grace mugabe's diamond ring claim ,0,,
thousands of somalis gather to mourn bomb victims ,0,,
"south sudan commander on trial for rape,,0,
zuma spokesman dismisses reports s.african deputy president may be sacked  ,0,,
malawi arrests 140 in clampdown after 'vampirism' killings ,0,,
kenyan police say 4 people killed during opposition demonstrations in past two weeks  ,0,,
top ugandan opposition figure charged with murder after deadly protests  ,0,,
senator mccain says subpoena may be required to get answers on niger ambush  ,0,,
acacia seeks clarification on barrick-tanzania deal  ,0,,
pilot strike at south africa's low-cost mango airline ends after wage deal ,0,,
engie targets africa with home solar acquisition  ,0,,
kenya election board ceo rejected by opposition goes on leave ahead of poll  ,0,,
african markets - factors to watch on oct. 17 ,0,,
diary-emerging markets economic events to dec 19 ,0,,
"congo elected to u.n. rights council britain,,0,
"police in britain ramp up slavery investigations yet victims suffer,,0,
#southafrica should avoid rating cuts in november: central bank chief ,0,,
"#angola is not the next #venezuela,,0,
#fbi opens investigation into #southafrica's #guptas: ft ,0,,
"barrick gold and #tanzania reach agreement,,0,
#uganda confirms one case of ebola-like marburg virus ,0,,
imf #mozambique aid resumption unlikely next year: official ,-1,,
#zimbabwe first lady sues in dispute over $1.35 million ring: state media ,0,,
south africa's poor tax revenues to delay fiscal consolidation ,0,,
stanchart closed accounts linked to south africa's #gupta family in 2014 ,0,,
#southafrica platinum miner rbplat drops gupta-linked contractor ,0,,
one dead at protest against extending ugandan president's rule #uganda ,0,,
"#angola is not the next venezuela,,0,
"#kenya president snubs vote crisis meeting,,0,
south africa's cabinet replaces zuma ally as head of national airline #saa ,0,,
#south africa court revokes shale gas regulations agrisa ,0,,
#kenya's shilling under pressure due to election jitters ,0,,
fbi opens investigation into #southafrica's #guptas: ft ,0,,
nigerian lawmakers to probe national grid firm over $2 bln of foreign loans  #nigeria  ,0,,
u.n. chief pushes for 900 more peacekeepers in central africa ,0,,
four killed in #togo as protesters clash with security forces ,0,,
"w. africa crude-angolan exports to rise in dec,,0,
"british piers,,0,
"british piers,,0,
"factbox-hunger not an ""incurable disease"",,0,
four britons kidnapped in #nigeria's delta state -police ,0,,
plague ruled out in #seychelles but islands on guard: who ,0,,
"south african egg output tumbles,,0,
injured mane named to play in #senegal's world cup ties next month ,0,,
#kenya faces high political uncertainty but institutions stronger: cenbank gov ,0,,
kenyan election board head not certain vote will be free and fair ,0,,
#kenya opposition calls for protests on date repeat election due ,0,,
"#somalia praises ""genuine brother"" #turkey for quick response to bombs ",0,,
kenyan election official flees country ahead of presidential poll  #kenya ,0,,
kenyan election board chairman says hard to guarantee free election #kenya ,0,,
#zimbabwe says to slash budget deficit despite looming elections  ,0,,
somali police fire bullets to break up protest against weekend bombing #somalia ,0,,
central african republic children starve as aid workers flee fighting ,0,,
"tunisian navy rescues 100 migrants,,0,
kenyan election official flees country ahead of presidential poll ,0,,
nigerian lawmakers call state oil chief in for questions over licence  #nigeria ,0,,
#nigeria looks to food exports to boost fx income after oil shock ,0,,
kenyan election official flees country ahead of presidential poll  #kenya ,0,,
#kenya's odinga pulled out of election to avoid defeat: deputy president ,0,,
"ex-soccer star ""king george"" nears goal of #liberia presidency ",0,,
"chaotic response to somali bombing cost lives,,0,
brief-united bank for africa reports 9-month pretax profit 78.33 billion naira ,1,,
african markets - factors to watch on oct. 16 ,0,,
exclusive -cairo named most dangerous megacity for women london best - poll ,0,,
diary-emerging markets economic events to nov 30 ,0,,
missing #biafra separatist fails to appear in nigerian court  #nigeria ,0,,
airbnb #africa arrivals more than double to 1.2 mln ,1,,
"#mckinsey ""embarrassed"" by failings in #southafrica scandal ",0,,
#kenya's opposition leader should run in next week's election -deputy president ,0,,
pistorius prosecutor takes on south african president's son over fatal car crash #duduzane ,0,,
"south africa's cabinet changes rattle bonds,,0,
"after #somalia's deadliest bombing,,0,
"#somalia calls for blood donations after bombing,,0,
"#zimbabwe bans fruit,,0,
south africa's pic has not ruled out investing in saa ,0,,
"rt @tr_africa: rsvp now for our next #reuterslive newsmaker with isabel dos santos,,0,
critic of #rwanda's president asks for freedom in court ,0,,
#southafrica's zuma appoints new energy minister in cabinet reshuffle #cabinetreshuffle  ,0,,
"i found many dead bodies. injured ones,,0,
"#congo elected to u.n. rights council britain,,0,
"#mckinsey ""embarrassed"" by failings in #southafrica scandal ",0,,
#kenya's deputy president says happy for election board to meet opposition demands ,0,,
#southafrica's central bank cautious about more rate cuts ,0,,
nigeria's presidency rejects northern bias criticism over world bank request ,0,,
african markets - factors to watch on oct. 13 ,0,,
diary-emerging markets economic events to nov 30 ,0,,
chad withdraws troops from fight against boko haram in niger ,0,,
"at least 33 people died in police crackdown in #nairobi: rights groups  #kenya ,,,
 ",0,,
#madagascar plague appears to have spread to  #seychelles - who ,0,,
police fire tear gas to halt opposition protests in two kenyan cities  #kenya ,0,,
kenyan shilling steady despite political uncertainty  #kenya   ,1,,
militants kill six in attack in #egypt's sinai - security sources ,0,,
death toll from #somalia bomb attacks tops 300 ,0,,
south african health insurer discovery awarded banking licence ,0,,
kenyan police killed at least 33 people in nairobi after elections - rights groups  #kenya  ,0,,
death toll from #somalia bombings jumps to over 300 ,0,,
rt @alertnet: do you live in one of the worst megacities to be a woman? find out in @tr_foundation expert poll:   #c…,0,,
rt @alertnet: sexual violence is what women fear the most in india and sao paulo. find out why:  #cities4women ,0,,
"24 militants,,,0
"24 militants,,,0
"kenyan opposition leader odinga,,,0
ex-soccer star weah headed for presidential run-off in #liberia ,0,,
death toll in #somalia bombing jumps to 263 - medical workers ,0,,
"weekahead-africa-fx-nigerian naira seen steady,,0,
african markets - factors to watch on oct. 12 ,0,,
"africa tops global hunger index,,0,
many nigerians displaced by boko haram fighting not ready to return home ,0,,
"a christian orthodox monk leaves a rock-hewn church in lalibela,,0,
#egypt's agricultural exports rose 13.9 pct in first 9 months of 2017 ,0,,
death toll from blasts in #somalia's capital mogadishu rises to 85 ,0,,
soccer star weah and vp boakai near #liberia presidential run-off ,0,,
w. africa crude-spot trade limited due to tenders ,0,,
african markets - factors to watch on oct. 11 ,0,,
diary-emerging markets economic events to nov 30 ,0,,
emerging market debt to gdp declines for first time since 2011 -jpmorgan ,0,,
"gunmen attack kenyan school,,0,
#somalia's al shabaab takes over town near capital after troops withdraw ,0,,
#southafrica's anc needs to put an end to scandals - official ,0,,
"plane crashes into sea near abidjan,,0,
zambian villagers can sue vedanta in the uk-london's court of appeal ,0,,
soccer star and vp maintain early leads in #liberia election  ,0,,
interview-south sudan targets oilfield security ahead of restoring production ,0,,
african markets - factors to watch on oct. 10 ,0,,
#kenya police shoot dead 2 protesters amid opposition demonstrations ,0,,
#nigeria's presidency rejects northern bias criticism over world bank request ,0,,
zambian villagers win right to sue vedanta in english courts #zambia ,0,,
zambian villagers win right to sue vedanta in english courts ,0,,
mother of rwandan president's challenger tells court of torture #rwanda ,0,,
#nigeria jails 45 boko haram suspects in mass trial held in secret ,0,,
south african supreme court upholds reinstating 783 corruption charges against zuma ,0,,
over 500 anglophones arrested in #cameroon after demonstrations: amnesty ,0,,
"brazil revives african ties,,0,
south african airways given brief reprieve on maturing debt ,0,,
armed attack kills six soldiers in #egypt's sinai: army ,0,,
#kenya police use teargas to disperse opposition protesters in three cities ,0,,
south african court upholds ruling reinstating corruption charges against zuma ,0,,
"rt @alertnet: chadians help refugees fight fear,,0,
brandy chases whisky in south african spirit wars ,0,,
turkish airlines plane makes emergency landing in #kenya after bird strike  #turkey  ,0,,
soccer star weah leads most counties in #liberia presidential election vote ,0,,
"w. africa crude-some angolan,,0,
nigeria's state oil company says transparency allegations are baseless ,0,,
"update 1-nigerian vp osinbajo says running for presidency not ""on the cards"" ",0,,
"corrected-nigerian vp osinbajo says running for presidency not ""on the cards"" ",0,,
migrant deaths in the sahara likely twice mediterranean toll: un ,0,,
