,text,label
1246,mark mobius finds nigerian stocks paicularly cheap,1
1618,kenya sets up antifraud capital market regulator  via ,1
1273,kenya to issue sovereign bond next year domestic bond market remains strong,1
492,nigerian stock exchange fines seven listed companies for late filing of financial results,-1
1587,cnbcs horridlytitled special on investing in africa dollars and danger airs tonight,-1
732,kenyas safaricom set to dial up profits after long price war,1
1621,rwanda stock exchange expects first ipo this year,1
413,carlyle group buys 18 stake in nigerias diamond bank,1
412,zimbabwe to launch a bond market by end of june,1
511,oil services firm caveon to debut on nigerian stock exchange on may 20,1
1409,ghana stocks look primed for rally,1
1397,kenyan stockbrokers must now publicize their financial results  good news for investors,1
1005,kenyan stock exchange to list 40 stake in 2014,1
697,africas best stock markets ytd ghana 499 uganda 445 zimbabwe 394,1
1044,east african regulatory changes could lead to seamless crossborder stocktrading by march 2012,1
830,geofluids to list on nigerian stock exchange will become third new nigerian listing this year,1
280,walma makes slow progress navigating africas challenges,-1
1099,botswanas gdp seen growing by 65 pct in 2011 imf,1
741,nigerias zenith bank lists 850 million woh of shares on london stock exchange,1
1224,ghanas finance minister predicts 123 economic growth in 2011 announces series of tax hikes oil no panacea,1
657,rise of african middle class  not strong commodity prices  driving continents economic growth,1
851,a boom in subsaharan africa is attracting business talent from the rich world,1
1030,coalminer lontohcoal to become first african company to list on hong kong stock exchange ipo slated for 1h of 2012,1
1115,kenyas transcentury rises 20 on stock exchange debut,1
1737,foreign investors want african farmland,1
272,africa to create free trade zone stretching from cape to cairo,1
1533,ugandas bank assets seen growing 10 in 2009,1
780,zambias successful 750 million eurobond puts economy on track to robust growth says ,1
240,south africaâ€™s gdp contracts 13 in 2nd quaer,1
377,ugandas electricity generation company aims for ipo within next two years,1
205,ipos at 8year high defy misery seizing south africas economy,-1
1094,south africaâ€™s oppenheimer family sets up 300 million african private equity fund  ht ,1
876,uganda discovers more oil total estimated oil reserves increased by 40,1
1685,trade volume down 45 at uganda stock exchange,-1
114,bullish on nigeria but sidestepping a currency pitfall,-1
638,ghanas vanguard assurance plans ipo before end of 2013,1
826,uganda cuts interest rate for 9th time this year to spur growth,1
1683,african stock markets 12month and 36month returns ,1
917,nigeria considers listing national oil company on stock exchange,1
1602,recent performance of african stock market indexes,1
169,kenyas mombasa po traffic up 75 in 2015 thanks to infrastructure upgrade,1
714,africas best stock markets ytd ghana 448 uganda 324 kenya 282 performance in us,1
508,africa is investing in africa  the continent is now the source of 23 of its own fdi,1
455,usafrica summit garners over 17 bln in investment pledges,1
494,nigerian stock exchange soars in spite of boko haram with help from msci index reweighting,1
1288,south african inflation falls to 59 lowest rate in over two years,-1
922,tn bank becomes first new listing on zimbabwe stock exchange since 2010,1
29,malawi cuts key interest rate to 18 in response to slowing inflation,-1
1503,imf detects nascent recovery in zimbabwe,1
1520,study predicts 33 growth for angolan economy in 2009,1
480,kenyas 2 billion eurobond more than 400 oversubscribed in spite of security concerns,1
1141,nigeriaâ€™s president proposes african commodity tax to fund infrastructure,1
378,african ipos set to rise by a quaer in 2015,1
1135,s africabased bank repos 178m worth of mobile banking transactions in past year   ht ,1
1599,a lament about unscrupulous stockbrokers and automated trading systems on the nairobi stock exchange  by ,-1
948,kenyas longhorn publishers to list on nairobi securities exchange in june,1
1428,kenyan agribusiness conglomerate eyes 2010 ipo,1
860,imf boosts its 2013 african growth forecast to 57 from 53,1
789,world bank and morgan stanley invest 5 million in bid to create african commodity exchanges,1
1354,economist the power of mobile money,1
764,10 south african stocks poised to beat the market in 2013,1
928,7 south african stocks with dividend yields of more than 6,1
58,  kenolkobil fy 2016 results earnings up a strong 19 dividend of 030,1
990,oil and telecom companies ready to list on the nigerian stock exchange,1
1362,global corporate citizen conference focused on emerging mkt devt oct 12 in dc  ht ,1
1084,closing africas infrastructure gap will require 93 billion annually says world bank,-1
906,tanzania plans sovereign wealth fund to put natural gas revenue to work,1
397,investors find africas longterm growth potential hard to ignore,1
150,world bank sees faster kenyan economic growth this year and next,1
872,rwanda repos 94 economic growth for 20112012,1
160,kenyas kcb bank dials up growth with mobile loans,1
1199,tunisie telecom eyes ipo on tunis and paris stock exchanges,1
866,back from the brink ivory coasts economy to grow 86 in 2012 says imf,1
1015,mobile phone and computer assembly firm to list on ghana stock exchange,1
875,ivory coast plans 19 windfall tax on gold miners profits,1
968,kenyan remittances jump to 1062 million in march  highest on record  diaspora investing back home,1
93,ivory coasts leading sugar producer sucrivoire to launch ipo on wednesday,1
984,2011 was a very tough year for kenyan stockbrokers,-1
358,south african consoium applies for second stock market to rival johannesburg stock exchange,-1
1345,nairobi stock exchange steps up bid to curb fraud in electronic trading system,1
884,citi ranks nairobi securities exchange as worlds bestperforming frontier stock market,1
1149,nigeriaâ€™s economy may oveake south africaâ€™s by 2025 morgan stanley says to grow 84 in 2011 and 85 in 2012,1
1636,  rt  what happened to the 10 dollars you donated to charity last year,-1
451,trade volumes increase on uganda stock exchange after change to rules on bidask spreads,1
40,  the potential of diaspora bonds in africa,-1
1301,nigerian companies consider listing on london stock exchange,1
888,africas best performing stock markets  kenya 29 uganda 22 tanzania 11 ytd,1
1203,world bank gives 70 million to suppo efforts to integrate east africas stock markets,1
1349,signs of life seen in african private equity investment,1
1712,how to protect your investment in kenyan stocks,1
409,three propey companies to debut on johannesburg stock exchange within next two weeks,1
176,cheap valuations make african stocks attractive,1
1660,ugandas kinyara sugar works to debut on stock exchange later this year,1
839,ugandas umeme ipo 35 oversubscribed,1
1074,mozambiques economy to grow 75 in 2012 says imf,1
1434,kenya airways shares rise as strike ends union agrees to 20 pay increase,1
1269,will rwanda allow foreign investors to paicipate in brewery ipo,-1
1355,kenyas nairobi stock exchange to switch to electronic bond trading in october,1
1118,ivory coast unable to pay debt for rest of year owes bondholders 58 million,-1
119,kenyan shoe vendor kshoe to list on nairobi securities exchange,1
1738,five tradeable indexes for the nigerian stock exchange,1
1576,  rwanda plans to sell off its stakes in mtn rwanda brewer bralirwa and insurer sonarwa this year,1
1105,samsung aims to quintuple africa revenue to 10 bln by 2015 now operates in 42 african countries,1
190,botswana telecom ipo to launch before end of 2015,1
1245,kenyan investor attains cfa chaer  quite an achievement,1
1507,nigeria algeria agree to build sahara gas pipeline,1
318,templetons mobius says good time to invest in nigerian stocks,1
1435,nigerian exchange freezes share prices of five banks after ceos fired,-1
1066,france telecom plans to nearly double its african revenue to 7 billion euros by 2015,1
1132,tanzania breweries to list on dar es salaam stock exchange east african breweries will sell its 20 stake in company,1
1075,subsaharan africas economies to grow 6 in 2012 says imf,1
1113,ghanaâ€™s heas of oak football club to list shares on stock exchange,1
890,namibia considers mandatory stock market listing for all banks,1
266,us private equity firm to invest up to 1 billion in africa with mo ibrahims satya capital,1
1078,rwandan economy projected to grow 88 this year stimulated by increased commercial lending,1
994,  south africa economist sees growth between 25 and 3,1
1014,zimbabwe government to list timber company and savings bank on zimbabwe stock exchange,1
562,zambian government approves listing insurance company zsic on lusaka stock exchange,1
430,kenyan it firm empire microsystems to list on nairobi stock exchange by end of year,1
375,kenya airways launches africas first direct flights to vietnam,1
1263,road project linking kenya and ethiopia receives impoant funding,1
877,ivory coasts 120 million infrastructure bond snapped up by investors,1
776,best stock pickers trawl frontier markets as us funds lose,1
1291,south african economy emerges from recession thanks to world cup spending,1
1164,financial services in africa coming of age new repo from accenture  ht ,1
1603,cnbc video jim cramer on investing in africa,1
1133,mtn rwanda headed for ipo government mulls selling its 10 stake in mobile phone company on rwandan stock exchange,1
1505,  i will be on cnn this sunday with to discuss how govt aid is bad for africa 1pm  5pm et,1
889,kenyan inflation slows for ninth straight month fueling speculation that interest rate will be cut,1
184,kenyas 10 best stocks of the past 10 years,1
736,imf ups cote divoires 2013 growth forecast to 8,1
1087,nigerian stock exchange suspends 27 shares including three banks  via ,-1
1177,zambia urges mine investors to look beyond copper government seeks to diversify economy,1
327,im banks rwandan subsidiary heads toward ipo,1
1579,status of rwandas nascent stock market,1
1704,nigeria ethiopia top investment potential index,1
1150,nigerian stock exchange to install new trading platform and launch options market prepare for possible listing,1
104,hi kevin  global equity screener is a good resource,1
138,business in africa 12 billion oppounities,1
146,two firms removed from zimbabwe stock exchange,-1
978,ghanas fidelity bank aims for ipo before 2015,1
425,manufacturing firm flame tree to debut on nairobi stock exchange in november,1
933,african economic growth driven by stability infrastructure and reform  not commodity boom says world bank expe,1
1024,kenya to begin construction of 280mw geothermal energy project later this month will reduce dependence on hydropower,1
1471,big changes to rules governing nairobi stockbrokers  helpful blog post by ,-1
0,14 billion order book shows investors still crave african bonds,1
261,zambia credit rating cut by sp as budget deficit worsens,-1
441,south africas rhodes foods plans ipo on johannesburg stock exchange,1
827,africas best performing stock markets  kenya 46 nigeria 42 zimbabwe 28 ytd,1
1367,in spite of undersea fiberoptic cable highspeed internet remains too expensive for most kenyans,-1
1248,zimbabwe mulls ipos for three stateowned enterprises including the national airline,-1
1541,zambia lowers 2009 growth forecast to 4,-1
1691,time magazine on zimbabwe stock exchange,1
404,high costs sluggish listings hold back african capital markets,-1
69,ipo of tanzanian investment holding company tccia investments launches on february 1,1
1481,  rebranded virgin nigeria to be listed on nigerian stock exchange,1
528,totalâ€™s senegal unit to sell shares on west african bourse,1
1431,corporate nigeria stunned by banker firing bailout,-1
96,uganda to triple total electricity connections over next five years,1
818,zambia to issue municipal bonds will become 3rd african country to do so,1
632,kenyan stockbrokers see big profit increases from online share trading,1
905,kenyan overseas remittances surge to 596 million in first half of year  a 47 increase,1
306,7 rock solid south african stocks that pay big dividends,1
1538,im not an economist but judging from the data in the aicle im guessing it is and will be a net positive for malawi,1
694,kenya imposes 15 levy on impoed goods to fund rail development,1
1048,institutional investors catching on to african oppounities  via ,1
673,kenyas stock exchange to introduce reits and derivatives,1
210,  issuing lots of foreign denominated bonds can fuel  in   incr costs as us bond mkts yields incr,-1
756,  french lender bnp to boost africa investment banking business  via ,1
66,zambian economy to grow 40 in 2017 and 42 next year says world bank,1
896,stock markets of ghana nigeria and ivory coast eye potential merger to boost liquidity and attract investment,1
469,ghanas agricultural development bank secures approval for ipo,1
1167,global crisis roils swaziland government nears insolvency foreign exchange reserves of just 523 million,-1
1017,zimbabwe stock exchange to toughen financial disclosure rules following irregular share price movements,1
1441,namibian inflation slows  suggests interest rate cut possible,-1
46,world bank cuts kenyas 2017 growth forecast to 55 due to drought,1
831,11 africafocused mutual funds and etfs,1
125,africas healthcare gap presents oppounity to innovative local firms,1
912,africa harnessing stock exchanges to promote growth,1
786,cameroons economy grows 5 in 2012 but povey deepens,1
709,imf sees subsaharan africa economic growth at 57 in 2014,1
1396,video early impact of fibreoptic connectivity in kenya,1
723,finance bank zambia plans ipo for october will list in lusaka johannesburg and london,1
88,kenyas economy to grow 59 this year and 60 in 2017 says world bank,1
1439,south african interest rates cut by 50bps  now stand at 7  via ,-1
17,kenyas national oil company to list on nairobi and london stock exchanges by early  2019,1
433,kenya adds 70mw of geothermal electricity to grid replacing more expensive thermal power,1
534,indian companies looking to africa for growth,1
902,tanzania womens bank to list on dar es salaam stock exchange,1
629,"  african bonds â€“ good credit high yields
 ",1
957,nigerian stock exchange bought yacht rolexes prior to 200809 financial collapse says regulator,1
392,african insurers in vogue with investors as incomes rise,1
1251,ft anxiety flares as uganda taps oil,1
921,hot money and high listing costs slow growth of east africas stock markets ht ,-1
1491,repo african businesses and the green economy  via ,1
134,south africa budgeting 12 billion for energy investments over next three years,1
166,rwanda issues 20 million infrastructure bond at 12 yield,1
1169,giant african private equity fund oversubscribed with more than 1 billion of demand backgrounder by ,1
693,resource companies are ripping off africa says afdb chief,-1
361,ivory coast cashew production up 14 in 2014  now worlds 2nd largest producer,1
729,toyota targets growing african consumer market,1
1341,tanzania has saved 188 billion since 2004 by harnessing natural gas reserves,1
229,market turmoil makes south africas rand a buy for blackrock,-1
1370,rwandan brewery heads toward ipo,1
446,zimbabwe stock exchange to introduce electronic share trading,1
1085,ghana inflation falls to lowest since 1992 fuher interest rate cuts possible,1
1607,cnbc video the risks of doing business in africa,-1
892,nigerian stock exchange to delist nine firms for persistently failing to comply with market requirements,-1
952,walma will build on massmarts existing african presence instead of immediate expansion into new countries,1
1490,botswanas gdp contracts 203 in first quaer  ouch needs diversification badly,1
662,weak south african rand spells oppounity,1
1056,ugandas housing finance bank aims for 2012 ipo,1
304,africas best stock markets ytd malawi 154 south africa 91 namibia 70,1
1356,  tea and cocoa prices are up good for african growers  ht ,1
1275,  african securities exchange association to create a continentwide index next year,1
664,zimbabwe stock exchange plunges 11 after mugabe election victory,1
391,tanzanias top 5 stocks of 2014,1
400,botswanas 5 best stocks of 2014,1
665,safaricom ceo cfo make large purchases of safaricom stock a bullish indicator,1
1564,rwandan stock exchange hopes to attract 2000 investors this year,1
1071,botswana telecom company heads toward ipo government to sell 49 stake of debtfree parastatal,1
617,african stock exchanges making big strides,1
1011,zambias economy to grow 77 in 2012 says imf  increased copper output and agriculture propel growth,1
79,heres the biggest threat to your kenyan stock pofolio,-1
981,carlyle betting 500 million on african consumer growth  paicularly in nigeria,1
999,kenya discovers oil will now check viability of production,1
992,tanzanias dar es salaam stock exchange to allow small businesses to list shares,1
1300,west african gas pipeline nears completion will help supply electricity to ghana togo and benin,1
333,tanzanias mwalimu commercial bank launches ipo,1
1284,new rules make it easier for small companies to list on ugandas stock exchange,1
1492,zimbabwe to review foreign ownership restrictions,1
931,new malawi leader sells presidential jet fleet of 60 mercedes limos im used to hitchhiking she says,1
320,imf cuts subsaharan africaâ€™s gdp growth to 45 on oil plunge,1
1413,zimbabwes second largest mobile phone operator considers ipo,1
209,new financial advisory holding company cmb intl to list on stock exchange of mauritius,1
767,drugmakers eye africas middle classes as next growth market,1
476,kenyan economy to grow 47 this year says world bank,1
1049,moodys upgrades botswanas credit outlook from negative to stable,1
1515,  integration of e africas stock markets is still a pipe dream,1
369,  african ipos and other capital raisings soar to 11bn in 2014  €¦,1
127,kenyas central bank announces surprise 100 basis point rate cut,1
1381,repo kenyas midyear economic outlook,1
1422,try tweetdeck if you havent already helps me to get more value from the firehose would hate to lose your insights here,-1
1001,online stockpicking competition proves popular with kenyan youth  1000 students paicipate ,1
812,kenya stock exchange targets seven new listings this year,1
422,nigeria removes vat on stock market transactions,1
613,ge opens aviation financing office in nairobi to serve regions growing demand for aircraft,1
1671,south africas telkom a takeover target,1
1631,remittances to kenya fall 7 in march,-1
781,mauritius gdp to grow 37 this year says imf up from 33 in 2012,1
1731,safaricom trade volume a boon for kenyan brokers,1
1357,bidvest group namibia to debut on namibian stock exchange in october,1
788,tanzanias postal bank keen to go public perhaps later this year,1
282,rwandas 10year treasury bond attracts huge demand,1
20,mugabes gone is it time to buy zimbabwean stocks,1
495,kenyan retailer uchumi to crosslist on tanzanian stock exchange,1
415,kenya to crosslist its 2 bln eurobond on the nairobi securities exchange,1
1433,soccer team to list on ghana stock exchange,1
264,africas best stock markets ytd malawi 151 botswana 79 namibia 62,1
1238,nigerian militants attack oil rig owned by londonlisted afren plc five workers held hostage,-1
627,nigerian stock exchange targets 500 ipos over next five years,1
1542,video sho vid from cnbc on south african investment opportunities,1
801,new world bank repo on subsaharan africas economic prospects forecasts 5 growth 20132015,1
652,african tractor sales surge 20 growth propelled by firsttime buyers increased mechanization,1
23,mauritius cuts key interest rate to 35 to stimulate growth,1
910,zambia to require stateowned firms to list on local stock exchange ht ,1
834,ghana to build west africas first desalination plant will supply fresh water to 500000 people,1
311,heineken and cfao to build 164 million brewery in ivory coast,1
610,   currently saving c usd4700 per capita v loose calculation in its sovereign wealth fund,1
1595,south africa cuts interest rate by 10 now stands at 75 lowest level in almost  three years,-1
680,nigerian eurobond four times oversubscribed shows confidence in nigerian economy,1
1002,ugandas economy to grow 55 in 201213 says imf  inflation to drop into single digits late this year,1
1639,review of the zimbabwe stock exchange from a local stockbroker,-1
140,new data on african private equity deals from riscura  ,1
1189,safricas holdspo which owns sportsmans warehouse chain will list on joburg stock exchange later this year,1
345,derivatives trading at nairobi securities exchange to sta by june,1
1265,peter ololo the unassuming nigerian stockbroker on the hook for 708 million  ht ,-1
569,the brvms 5 best stocks of 2013,1
547,  madison insurance to list on the lusaka stock exchange shortly,1
299,nigerian stock exchange delists ihs nigeria as telco firm opts for private restructuring,-1
157,botswana telecom ipo breaks records,1
363,why nigeria may be on the verge of an internet boom,1
1243,mobius finds nigerian bank stocks very very interesting,1
185,tanzania plans ipo for stateowned power utility tanesco this year,1
532,new index etf lists on nigerian stock exchange,1
1516,good point   caveat standard bank publisher of china report is 20 owned by the industrial and commercial bank of china,1
1665,slow economy prompts ghanaian juice expoer to tap local market,-1
168,african ipo forecast  by ,1
815,africa becomes profit machine for vodafone income from continent will soon surpass southern europe,1
671,kenyas new stock market segment for small companies approves first listing home afrika,1
1425,i like what ive seen from nigerias new central bank governor so far,1
359,kenyan shoe manufacturer seeks ipo on nairobi securities exchange,1
1570,a positive review of cnbcs africa special by nigerian blogger ,1
1656,mauritius annual economic outlook,-1
1659,revisiting the case for investing in the zimbabwe stock exchange,1
1563,proposed changes to kenyas capital markets  by ,1
1121,rwandan banks 354 million ipo to fund aggressive expansion program,1
808,two new listings on nigerian stock exchange spinoffs from commercial bank uba,1
930,ghana tech company alltel to list on ghana stock exchange manufactures competitor to ipad,1
609,tanzanias maendeleo bank ipo 15 oversubscribed share price soars 20,1
133,kenya posts africas fastest rise in foreign direct investment,1
556,burundi invests 25 mln in highspeed internet network,1
1521,another listed african company on twitter african sun hotels trades on the zimbabwe stock exchange,1
64,vodacom tanzania to launch 213 million ipo march 6,1
811,france telecom to push fuher into africas highgrowth markets,1
676,east africa aims for regional stock exchange within next two years,1
191,custodian and allied a promising nigerian insurance stock ,1
1016,kenyas dividend dynamos four stocks yielding 10,1
1680,ghana stock exchange to go electronic by end of march,1
257,namibian economy to grow 5 in 2015 says imf,1
1360,nigerias sanusi urges stock exchange reform,1
1233,roubini favors africa over crowded emerging markets,1
901,brazil gains business and influence in africa,1
13,sefalana shares look cheap,1
142,revenues rise as tax systems across africa evolve,1
1179,mobile phonebased banking introduced in botswana 50 of botswana population is unbanked,1
848,hershey chocolate company sued for records on african child labor,-1
1210,  kenyan envoy makes the case for foreign investors to put their money in africa,1
1186,new african private equity fund launches with a recordsetting 900 million,1
561,kenyas tax revenue up nearly 24 over last year,1
1527,bad loans put pressure on kenyan banks,-1
864,african governments have borrowed responsibly after receiving debt relief says world bank,1
113,kenya stock exchange eyes ipo rush as lending rates s  oar,1
974,private equity fund development paners intl to boost africa investments by 750 million,1
1497,overview of kenyas mogage finance industry  by ,1
1163,video nigerias diamondbank now focused on lending to small businesses in excess of 10 million smes in the country,1
576,"  so far the nigerian stock market recorded 4212 ytd gain

€¦",1
388,botswana telecom ipo postponed again deferred until 2015,-1
1220,rwandas stock exchange launches first ipo tomorrow,1
303,new york pension fund to invest billions in africa,1
551,africas best stock markets over last 12 months malawi 752 ghana 424 brvm 415,1
1202,  crocodile company swims onto zimbabwe stock exchange investors snap up 77th listing ends listing drought  ,1
590,fitch affirms namibia rating at bbb outlook stable on low debt and robust growth,1
668,zambia to build 410 million oil refinery to reduce fuel costs,1
1297,the lure of africa in 2010 bond markets will discover its attractions  by ,1
614,kenya to hold its first ever commercial a auction sign of growing affluence,1
523,tanzanias stock exchange pushes for privatization of telecom and mining companies,1
1208,nigeria stock exchange to extend trading by two hours market close will now be 230pm local time,1
438,tanzanias stock exchange is opening to foreign investors here are 4 shares to know,1
310,quenching ghanas thirst invigorates growth,1
51,  south african stocks poised for longterm gains,1
1690,african markets 30day returns us bot 5 gha 11 ken 24 mal 10 mau 21 nig 3 rsa 3,1
586,kenyans made 173 billion woh of mobile transactions in first 10 months of 2013 up 22,1
1375,malawi to devalue its currency,-1
542,unilever ikea to set up factories in ethiopia,1
844,ugandas economy to grow by 5 in 20122013 says imf up from 34 last year,1
1457,south african sugar company wants 389 million to expand african operations,1
100,mtn nigeria ipo said to target 1 billion in proceeds,1
934,kenyas family bank delays ipo until after presidential election slated for march 2013,-1
959,brazilian investment bank launches 1 billion african private equity fund  via ,1
1463,nigerian bank ubagroup  plans to open branches in kenya,1
1076,fitch affirms ugandas b credit rating revises outlook to stable from positive due to oil delays,-1
7,malawis economy to grow as much as 5 in 2018 says imf,1
260,ghanaian consumer goods company hords launches ipo,1
183,why its a great time to buy kenyan stocks,1
1703,raising an africafocused fund of funds,1
1010,ivory coasts gdp to grow 8 in 2012 says imf  postconflict recovery and cocoa sector reform spur growth,1
219,starbucks paner sees potential for 200 south african cafes within five years,1
1009,power cuts and internet connectivity issues disrupt nairobi stock exchange,-1
853,angola sets up 5 billion fund to spread oil wealth and diversify economy,1
252,rwandas crystal telecom shares rise 38 from ipo price,1
335,tanzanias economy grew more than 7 in 2014 says imf,1
882,new mckinsey repo on job creation and growth in africa,1
221,kellogg to spend 450 million to expand in africa,1
1127,ghana cuts key interest rate by halfpoint inflation remains benign,1
1394,  will nigerian banks become takeover targets for safrican banks,1
859,us investment firm blackstone plans to invest 3 billion in african power projects,1
774,south africa to add 139mw of windpower,1
1006,  gap opens first store in  plans two more,1
1282,nigerias returning entrepreneurs,-1
107,small is beautiful the dar es salaam stock exchange ipo,1
1072,botswana retail chain choppies plans ipo,1
313,  africa rush to eurobond issuance raises spectre of new debt relief ,1
208,botswana plans bold economic stimulus after diamond price drop,-1
472,new ceo builds investor confidence in nigerian stock exchange,1
482,for africa and its entrepreneurs credit bureaus the path to growth,1
624,africa will produce billiondollar companies says intel exec,1
186,rwanda stock exchange expects three ipos in 2016,1
580,botswanas 5 best stocks of 2013,1
1131,nestle plans to invest 142 billion in africa by 2015 to maintain growth africa now accounts for 3 of group sales,1
1581,zimbabwes economy should easily grow 4 this year says finance minister,1
867,uganda cuts interest rates for the seventh time this year as inflation drops,1
724,seychelles launches stock exchange first stock to be listed in july,1
771,nigerian stocks hit a 4year high,1
975,nigerian stock exchange to begin trading on nasdaq platform next year  will enable faster trading etfs,1
527,subsaharan africas gdp growth to accelerate to 52 in 2014 says world bank,1
809,toyota opens kenyan bus truck assembly plant,1
1525,south africa impresses during world cup test run,1
1373,mea culpa malawi has not made an official decision to devalue its currency this aicle is satire i hope,-1
161,south africas mtn offers 15 bln to settle nigeria fine,-1
1494,squandered oil wealth in equatorial guinea  obama admin must respond,-1
1567,medical tourism an african investment oppounity,1
452,finance bank zambia aims for ipo before end of 2014,1
1244,china hints at finance for kenyan po,1
904,tanzanias economic growth accelerates to 71 in first quaer of 2012,1
1562,kcb finally listed on rwanda stock exchange,1
126,nigerian stocks near 5month high after central bank adopts flexible foreign exchange policy,1
1287,analysis of namibias fouh presidential election,-1
1350,reuters drought likely to limit kenyan economic growth to 245 this year,-1
807,western analysts and fund managers discuss africas investment case,1
787,malawi auctions presidential jet to boost budget for development,1
1598,cell phone merger south africas mtn indias bhai restart talks,1
568,kenyas 5 best stocks of 2013,1
381,africas best stock markets of 2014 tanzania 235 kenya 135 uganda 125,1
38,viettel tanzania aka halotel to launch ipo on dar es salaam stock exchange later this month,1
462,angola wont launch stock market until at least 2017 due to low accounting standards,-1
314,africa new roads foster regional trade,1
1637,arcelormittal south africa to buy back 10 of shares,1
518,nairobi securities exchange to list its own shares on the market by july,1
1142,ethiopias commercial bank signs 3 million it deal with ibm bank plans to open 500 new branches in next five years,1
804,chinas baidu paners with france telecom to develop web browser for african mobile users,1
1305,sp may cut kenyas outlook to stable from positive due to lack of political reforms,-1
269,imf sees ivory coast economy growing 79 in 2015,1
1473,  ugandas makerere university ranked among the best business schools in the world,1
1406,bloomberg video financial oppounities in africa,1
1050,mozambique natural gas field is twice as large as previously thought could be largest discovery in past 10 years,1
681,oil company doubles estimates of kenyan oil resources makes new discovery,1
546,rwanda stock exchange expects five ipos this year,1
639,botswanas gdp up 79 in second quaer of 2013,1
641,nigerian stock exchange mulls new rules to protect small investors,1
232,gabon named top subsaharan africa country for retail growth,1
587,nigerian mogage company readies for wednesday ipo,1
891,three more kenyan companies crosslist shares on rwanda stock exchange,1
565,nigerias 10 best stocks of 2013 ,1
589,kenya nigeria among most difficult countries for a company to pay taxes,-1
526,nigerian oil group seplat debuts on nigerian and london stock exchanges,1
1513,tanzania to add 39 million phone subscribers this year 30 growth,1
1517,kenyan market placing low value on agricultural companies  piece by ,-1
512,tanzanias crdb bank to crosslist on nairobi securities exchange,1
294,angola stock exchange set to meet 2015 launch deadline,1
215,africas best stock markets ytd brvm 67 namibia 28 botswana 05,1
842,kenya cuts interest rates as inflation falls in bid to fuher stimulate economy,1
793,nairobi securities exchange launches new market segment for small enterprises,1
341,boots on the ground investing in nigeria,1
350,kenyas nairobi securities exchange plans to launch currency futures,1
1130,african international energy plc to begin trading on frankfu bourse by july 8 invests in african energy projects,1
326,the 9 fastestgrowing companies on the johannesburg stock exchange,1
656,kenya plans subsaharan africas largestever debut eurobond  15 billion,1
784,pepsi on the hunt for distributors in kenya after launching new 30 million bottling facility,1
543,south africa eases restrictions on companies investing in africa,1
1424,am skeptical of all to varying degrees more reform needed but nigerian governance improvements should be applauded regardless,1
1423,  buffetts oped in the nyt is one more reason to be investing internationally if youre not already,1
1387,video green energy development in east africa,1
1657,kenyas top banks ranked according to assets profits deposits and loans couesy of ,1
167,african ipos to hit 5year high in 2016 says global law firm,1
165,south africas mtn says it may list on nigerian stock exchange when dispute over fine is resolved,1
1221,zambia uneasily balances chinese investment and workers resentment,-1
281,africas best stock markets ytd malawi 162 botswana 59 namibia 53,1
1376,another helpful post from on the kengen bond offering,1
1693,nig  unceainty re naira zam  falling copper price kenya  market scandals maur  low tourism rsa  stronger cos of rate cut,-1
1596,repo impact of global downturn on six key african economies,-1
772,greater risk appetite for investment in subsaharan african stocks say expes,1
65,nigeria tests waters for possible broad naira devaluation,-1
1663,kenya tourism drops 305 in 2008,-1
247,imf nigerias financial penetration rate still low,-1
70,nigeria to issue diaspora bond in effo to raise funds from nigerians living abroad,1
1161,video economic impact of the kenyan shillings depreciation,1
1718,african stock markets may fall 43 in first half of 2009,-1
1023,uganda securities exchange lowers minimum capitalization requirements to attract ipos,1
1575,mauritius telecom profit down 5 plans eventual ipo,-1
1654,first listed african company on twitter ht and ,-1
366,botswana cuts interest rate by 100 basis points to 65,1
246,botswanas central bank cuts benchmark rate to 6,-1
1489,rwandan remittances up 26 defying global slump,1
1601,  africa needs to invest 500 billion in power infrastructure by 2030 private investors  show interest,1
241,south african rand sinks to record low,-1
1124,kenya to launch diaspora bonds diasporans estimated to hold 18 bln in 0 interest checking accounts  ,1
554,  dhl increases from 300 to 2000 retail points in subsaharan africa 100 new ones in kenya  via pr,1
248,africas best stock markets ytd malawi 107 botswana 77 brvm 68,1
1634,african nations push for more equitable mining contracts  ht ,1
236,africas best stock markets ytd malawi 93 brvm 70 botswana 54,1
1211,online sharetrading now available in kenya ht ,1
1317,south african banks not facing system threat despite rising bad loan figures,1
1351,the economist on the 2009 ibrahim african governance rankings liberia tops most improved list,1
103,kenyas battered bank stocks look like big bargains,-1
162,south africa utility eskom says expects no power cuts for rest of 2016,-1
927,fitch upgrades credit rating of nigerias access bank to b from b due to increased asset base,1
1382,video prospects for a common east african stock market,1
440,kenyas nairobi securities exchange ipo 6x oversubscribed raises 7 million for expansion,1
759,kenyan banks post strong earnings growth in spite of higher interest rates,1
291,africaâ€™s 2014 private equity deals hit record 8 billion,1
421,  pe growth in africa is real it doubled this year it will double again  €¦,1
1232,south african fund is harvard endowments fouh largest holding ticker eza,1
1216,africas cities to triple in size by 2050 says un investment in housing needed urgently,-1
570,mauritius 5 best stocks of 2013 ,1
1732,botswana stock exchange continues to struggle,-1
659,oil and gas exploration company gears up for ipo on tanzanias stock exchange,1
1511,zimbabwean brewery to boost output fivefold by 2014,1
1036,imf forecasts ugandas economy will grow 55 in 2012,1
